real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
29,0.0274612,0.000250393,0.61667,0.172488,0.270755,0.003,0.459999,0.129941,0.5,0.0487523,0.685776,0.237005,0.399296,0.197496,0.473445,0.0547,1.07843,0.910074,0.893,1.31721,1.04985,2.43406,25.3541,56.62,11.7276,28.6418,645.394,847.586,2400,85.3757,13.516,0.118468
30,0.0125378,2.49042e-05,1,0.204583,1.90586,0.003,0.8,0.103659,0.5,0.0876075,1,1,0.332831,0.441537,0.158934,0.0547,0.906603,1.99894,1.4027,1.4396,0.998,2.5,7.24,48.0737,36.3985,171,720,863.947,1835.26,90,9.68334,6.22999
31,0.01,7.22242e-06,1,1,0.0322446,0.003,0.419764,0.100964,0.595587,0.062435,0.663049,1,0.213449,0.17913,0.319606,0.0621623,1.2959,1.68311,1.20342,0.963,1.12162,1.20483,7.24,57.5742,14.1809,32.8567,720,763.958,1921.55,90,10.651,0.419011
32,0.0187533,5.6387e-06,0.827469,1,0.162892,0.00542733,0.391747,0.0716153,0.5,0.101298,1,1,0.119351,0.179043,0.402652,0.0981063,2.08713,0.815,0.89726,1.22984,0.998,1.32362,40.1088,152.136,6.25,13.2955,720,817.09,2400,90,8.83812,0.491328
33,0.0694968,1.00128e-05,0.565781,0.493205,0.0128337,0.0041472,0.339682,0.0137129,0.5,0.0482324,1,0.0857397,0.134337,0.429428,0.0552,0.0965823,1.51953,1.39986,1.18706,0.963,1.50202,1.78449,8.94765,118.395,37.4042,16.6781,720,848.92,2118.71,84.0295,14.2289,1.77954
34,0.0323926,9.49141e-06,1,0.923222,4,0.00367623,0.8,0.136731,0.5,0.0813207,1,1,0.223789,0.720388,0.680785,0.20143,0.76,0.815,0.893,1.22112,1.28876,1.36368,12.8726,39.7778,13.4614,12.5115,522.735,765.558,1895.75,90,15,0.05
35,0.0326071,3.86956e-05,1,0.395113,0.729324,0.00625972,0.109543,0.0484276,0.5,0.0398656,1,0.891743,0.280816,0.591843,0.0570032,0.0547,1.04102,1.11683,1.2314,0.963,1.66216,1.26544,20.0765,25.8958,6.25,7.81186,720,721,2400,90,13.846,0.765169
36,0.0202078,5e-06,0.539378,1,0.396306,0.00387605,0.8,0.279258,0.5,0.01,0.838727,0.606172,0.4089,0.380436,0.526942,0.0882796,1.24749,1.02021,0.893,1.06742,1.38524,2.3924,8.65056,21.5442,6.25,16.962,720,806.859,2318.35,90,10.5565,3.89238
37,0.0906979,5.51138e-06,0.101845,0.197507,0.469959,0.003,0.8,0.655719,0.5,0.0426211,1,0.842952,0.277936,0.396088,0.146318,0.0547,1.21833,1.49812,1.08966,0.963,0.998,2.5,38.4386,33.0094,6.25,70.9271,720,924.448,2400,90,15,0.192482
38,0.0126182,9.89345e-06,1,0.357077,0.0422699,0.00333037,0.345029,0.0324159,0.5,0.112432,1,0.151393,0.102335,0.170648,0.114592,0.0547,0.827997,1.65447,0.893,0.963,1.00675,1.38511,29.6073,95.09,11.3055,69.1646,500.885,933.493,2400,90,14.2951,0.950966
39,0.0519462,8.24727e-06,0.624514,0.267286,0.81941,0.00477843,0.789657,0.534069,1.19835,0.211218,1,0.566707,0.888408,0.0913647,0.252515,0.0547,0.76,0.841745,1.11453,1.45404,1.03225,1.16642,7.24,80.9737,6.25,16.8657,701.706,1009.01,2083.06,89.2633,9.78807,1.34726
40,0.0104636,1.39103e-05,0.36923,0.0266154,0.245419,0.0110617,0.8,0.517104,0.552818,0.215274,0.957478,0.315383,0.173808,0.209346,0.188486,0.0547,1.00395,1.61107,1.02218,0.963,0.998,1.26886,35.4297,31.7948,7.57155,9.51884,720,721,1556.96,89.3229,12.6777,1.76284
41,0.0214458,5e-06,0.627479,0.0738361,0.0343941,0.00715566,0.0546048,0.127007,0.5,0.0422535,0.770095,0.199787,0.782586,0.302032,0.208111,0.0547,1.17606,1.00867,0.893,1.28676,0.998,1.58476,23.4139,85.5102,16.3358,23.2456,697.065,729.639,2091.61,90,11.3819,0.656679
42,0.0168126,5e-06,1,0.411215,0.0104894,0.00514948,0.30686,0.51726,0.880217,0.03246,0.6226,1,1,0.331663,0.0926991,0.0547,1.31837,0.815,0.893,0.985956,1.20813,1.61141,19.1499,17.3895,31.54,14.4079,720,838.941,2234.01,77.5184,13.4914,0.100835
43,0.0247624,9.89303e-06,0.275682,0.276309,0.462787,0.00761853,0.8,0.0193073,0.915849,0.271749,0.0982622,0.190734,0.201451,0.236493,0.174042,0.0547,2.04963,2.1586,0.893,0.963,0.998,1.10177,54.8011,137.486,6.25,44.223,720,721,1938.86,77.2766,11.0296,8.97157
44,0.0128099,3.07196e-05,0.156251,1,1.83444,0.003,0.8,0.064594,0.727004,0.0215127,0.0958524,1,0.666522,0.257277,0.17864,0.0547,1.09994,1.38179,0.893,1.36265,1.03258,1.26358,67.5426,53.18,45.1427,9.54765,519.636,966.2,2012.23,76.7347,13.9043,4.2329
45,0.0254113,1.09115e-05,1,0.310949,1.57724,0.00582136,0.8,0.01,0.736424,0.0467651,0.382083,0.403974,0.358208,0.139627,0.0552,0.0747819,1.5212,1.18236,0.989863,2.00615,1.00997,1.93865,14.8854,41.889,26.6107,22.9735,720,982.211,2400,81.4844,10.0108,3.59867
46,0.0105029,5e-06,0.827932,0.461488,1.35876,0.00672882,0.242298,0.19153,1.93292,0.0795395,0.71636,0.0365931,0.821824,0.155709,0.0631038,0.0766082,2.19964,0.815,0.893,1.14164,0.998,1.52046,11.2654,92.9327,6.25,91.5959,720,824.961,2131.72,72.8113,12.7254,1.00481
47,0.01,5e-06,0.194317,0.0161117,0.466417,0.003,0.8,0.593349,0.751244,0.0419381,0.635001,0.164778,0.555049,0.428475,0.367201,0.0582104,0.993108,1.14393,0.927728,0.963,0.998,1.5077,7.24,210.36,32.4422,64.4435,720,796.347,2400,66.3402,12.9024,5.77812
48,0.01,5e-06,0.342071,0.429125,0.285511,0.00411679,0.660749,0.0380299,0.5,0.7,0.224051,1,0.336789,0.291041,0.51639,0.140726,0.924224,1.17591,1.27831,0.963,1.04997,2.5,11.9765,98.954,6.57444,13.7746,649.87,817.889,2400,79.7614,14.6126,0.111564
49,0.0208861,5.6374e-06,0.781903,0.159312,0.236571,0.00501108,0.285751,0.140716,1.05596,0.133904,1,0.149565,0.780585,0.604706,0.0625393,0.090807,1.02735,1.57518,0.893,0.963,0.998,1.46283,34.9896,171.791,6.25,19.5965,720,760.411,2013.11,90,15,19.0724
50,0.0306498,7.12865e-06,0.438348,0.247595,0.0617958,0.0046975,0.553688,0.0573286,0.559999,0.130967,1,0.988811,1,0.171969,0.248231,0.15507,1.2537,1.29868,0.893,1.61535,0.998,1.89973,11.8044,210.36,15.5202,52.352,604.673,948.276,1865.88,90,15,2.09705
51,0.0194969,5e-06,1,1,0.148042,0.00932316,0.8,0.0926355,0.5,0.0305193,0.388008,0.588229,0.426166,0.816941,0.0773531,0.0547,1.0693,1.56914,0.893,1.06066,0.998,1.94825,17.2586,33.9101,6.25,35.0265,720,835.848,2230.92,90,12.7111,0.624509
52,0.0115227,5e-06,0.330063,0.15561,0.0160021,0.003,0.8,0.0177139,0.5,0.059004,0.286179,0.76875,0.438226,1,0.736775,0.0547,1.26661,1.20205,1.1938,1.98431,1.03988,2.01898,13.3496,126.798,11.0057,61.5641,644.473,809.601,1925.84,90,14.1089,0.511398
53,0.0204807,5e-06,0.265788,0.0851733,0.140072,0.003,0.8,0.0698819,0.520659,0.0544689,1,1,0.224978,0.212137,0.239158,0.103535,1.14934,1.6235,0.967415,1.29806,0.998,1.91405,10.4985,151.227,6.25,77.249,720,913.337,1833.77,65.3545,15,24
54,0.0123971,9.37013e-06,0.855663,0.685146,0.0874781,0.003,0.8,0.401059,0.832858,0.131043,1,0.110706,0.466085,0.102368,0.255616,0.0547,0.953818,0.815,1.00323,0.963,0.998,2.45579,16.7237,13.9715,27.3296,11.2993,720,790.201,1908.84,61.9064,12.9764,2.07157
55,0.0227938,6.39833e-06,1,0.81527,0.0720991,0.003,0.8,0.141845,0.990916,0.02517,0.335495,0.21127,0.372404,0.179425,0.433611,0.0547,1.98361,1.7265,1.35138,1.17456,0.998,2.03327,23.6457,71.1301,6.25,21.5297,720,1103.81,2192.21,90,9.88971,1.30569
56,0.0120878,6.27454e-06,0.340228,0.531988,0.948015,0.00514258,0.8,0.139246,0.673473,0.091913,1,0.185849,0.355417,0.565579,0.149679,0.0641914,1.4718,0.815,0.893,1.25511,1.00744,1.13745,7.62549,98.8265,9.49139,21.6129,627.757,849.216,2394.86,90,15,1.8634
57,0.0162918,5e-06,0.936168,0.014959,0.0915549,0.00686208,0.8,0.0304376,0.5,0.0959907,1,1,0.402586,0.684042,0.486503,0.0547,1.19772,0.898296,0.893,1.04121,0.999965,1.64667,15.3621,166.093,16.032,10.0855,720,872.74,1781.69,90,15,1.38729
58,0.0164211,5e-06,0.258445,0.293039,0.19205,0.003,0.8,0.157022,0.5,0.109012,1,0.189774,0.297352,0.201168,0.27078,0.0942317,0.856224,1.44607,0.893,1.26705,0.998,1.36786,34.9747,83.0788,6.25,7.06819,693.581,889.079,1854.68,32.749,10.6246,0.848898
59,0.01,5e-06,1,0.147792,0.0914205,0.00540554,0.8,0.033343,1.41983,0.0340619,0.783641,0.705339,0.560971,0.0874213,0.0978299,0.0547,1.83325,1.05362,0.893,1.27654,0.998,1.60998,26.2942,39.2856,23.4265,41.9523,625.554,911.832,2400,88.5483,13.8309,7.90381
60,0.01,5e-06,0.75527,0.133851,0.47638,0.003,0.8,0.180415,0.5,0.0861307,0.0494562,0.226885,0.680505,0.0663262,0.208035,0.16495,1.03818,0.980726,0.893,1.03138,0.998,1.71827,8.58834,24.079,35.2927,5.7,498.313,936.355,2400,90,15,0.325061
61,0.0377857,1.02895e-05,0.750105,1,0.324449,0.0163103,0.8,0.0477063,0.5,0.0838945,1,0.395992,0.583943,0.242274,0.138062,0.304511,1.05066,0.971766,0.893,0.963,0.998,1.45858,7.24,210.36,6.25,17.7547,647.076,955.411,2375.06,67.3917,10.0423,0.49301
62,0.0138001,9.72903e-06,0.474464,0.102847,1.27339,0.00973992,0.366055,0.0851452,1.40932,0.226055,0.499275,0.19583,0.640029,0.121424,0.0943063,0.0547,1.41483,0.815,0.962972,1.2665,1.2123,1.84224,17.4534,32.8726,12.1177,76.4229,712.794,866.914,1629.11,90,11.5662,8.5464
63,0.0339956,5e-06,0.527321,0.303926,0.677215,0.00327403,0.8,0.113657,0.5,0.0422163,1,0.33638,0.137978,0.395813,0.0932429,0.0547,1.05255,1.90042,1.33193,1.06365,1.26222,1.54822,11.2253,47.0757,19.0466,170.135,720,985.293,1761.22,90,13.0609,0.088697
64,0.054327,5e-06,0.687374,0.666905,0.0239124,0.00709511,0.8,0.0472632,0.5,0.0596987,0.162599,0.438669,0.284791,0.301498,0.110857,0.0547,1.41768,0.815,0.893,0.963,0.998,1.90114,7.24,17.2664,12.7042,14.9759,591.682,999.689,2400,90,15,1.54288
65,0.0200025,7.61864e-06,0.51274,0.0285404,0.0484355,0.003,0.8,0.268353,0.5,0.0291741,1,0.148308,0.287766,0.270699,0.117327,0.109017,1.34669,1.28333,0.893,0.963,1.26602,1.01,14.2384,19.9961,15.569,21.1708,609.947,765.311,2021.84,90,12.8053,0.101322
66,0.0664351,8.41424e-06,0.736896,0.153986,4,0.003,0.691425,0.0578303,2.81133,0.309974,1,0.525232,0.185151,0.379476,0.293843,0.0596265,1.60792,0.919278,0.893,0.963,1.17395,1.36813,46.5066,53.784,6.25,70.0797,527.227,910.978,1869.06,82.585,15,2.48405
67,0.0231254,0.000247495,0.830275,0.157533,0.46862,0.00390419,0.8,0.258667,0.5,0.0884089,1,1,1,0.11857,0.145155,0.0937555,0.76,1.25244,0.893,0.963,0.998,1.94907,11.6741,160.94,6.25,17.3141,720,902.905,2149.18,90,15,2.6562
68,0.0812459,8.42483e-06,1,0.842263,0.625184,0.003,0.8,0.0846188,0.858756,0.213138,1,0.13776,0.191087,0.129099,0.13442,0.0679625,1.65657,1.47654,1.04663,0.963,0.998,1.70128,7.24,46.6343,38.5225,106.897,720,887.587,2162.72,90,11.7686,9.62595
69,0.0781818,5e-06,0.567445,0.268469,0.0426929,0.003,0.450861,0.348009,0.718406,0.113735,1,0.760693,0.161167,0.686853,0.149163,0.0547,1.0539,1.27487,1.15904,1.22202,0.998,1.78849,7.37897,106.07,7.11915,12.3797,720,969.102,2400,67.3924,12.085,0.496121
70,0.0245804,5e-06,0.599884,0.139851,1.74159,0.003,0.156654,0.185624,0.754806,0.0581277,0.422036,0.885871,0.392941,0.114228,0.328348,0.093936,1.72294,1.08149,0.893,1.36004,1.06837,1.28389,14.4995,84.9954,6.25,28.3904,720,981.008,1887.26,90,15,0.351049
71,0.0314614,1.35146e-05,1,0.242396,0.409613,0.003,0.8,1,1.4912,0.279982,0.559256,1,0.882917,0.21053,0.128258,0.0547,0.76,0.844435,0.893,1.24124,0.998,1.42734,17.0087,38.8407,13.6309,43.6979,706.416,865.487,2242.16,74.8002,15,0.293946
72,0.0142895,5e-06,1,0.638246,1.23211,0.003,0.8,0.0704585,0.5,0.0780556,0.633545,0.845528,0.628558,0.342028,0.18801,0.0547,1.7322,1.13811,1.12152,0.963,0.998,1.45258,11.3159,32.7558,6.25,5.7803,676.972,825.207,1978.14,90,10.7539,0.148751
73,0.0243266,7.18599e-06,0.507391,0.0571097,0.651042,0.0114108,0.8,0.288961,1.49234,0.158455,0.560983,0.105299,0.178878,0.339315,0.0669206,0.0547,1.9872,1.13796,1.02338,1.0318,1.09535,2.09474,33.0456,84.1854,36.9192,42.0385,585.737,1014.13,2400,90,15,1.48404
74,0.0304667,9.21855e-06,1,0.280582,0.366469,0.00527285,0.556485,0.0881912,0.607725,0.0309993,0.521648,1,0.211941,0.184708,0.0552,0.379766,1.61061,0.980523,0.893,1.01622,1.51383,1.48725,8.1445,117.05,16.1121,15.3726,662.254,943.777,2400,90,15,1.35885
75,0.01,1.55006e-05,1,0.12306,1.69539,0.003,0.8,0.0425027,0.5,0.073844,1,1,0.108895,0.233234,0.41338,0.0547,1.67788,1.41151,0.893,1.13725,1.16196,2.16234,17.7836,137.308,6.25,48.6196,720,1200,2204.19,65.8326,15,2.11351
76,0.033469,5e-06,0.433777,0.675124,0.0396594,0.003,0.315159,0.105007,0.576028,0.01,1,0.189464,0.28681,0.0579,0.10173,0.0547,1.10755,1.28019,0.897354,0.963,1.13712,1.14603,7.24,111.171,25.2434,7.35642,720,850.55,2012.86,62.2669,15,0.888767
77,0.0281677,3.77382e-05,1,0.136312,3.13395,0.00466329,0.8,0.0200513,0.5,0.0517504,1,0.99797,0.267568,0.150046,0.305775,0.0920728,1.61693,0.815,0.893,1.37578,1.23718,1.52403,11.7238,77.0132,14.8326,99.3786,643.055,890.037,1946.71,84.0442,15,8.40663
78,0.0133916,3.62847e-05,1,1,1.42484,0.00325075,0.16477,0.119012,0.5,0.170278,1,1,0.564086,0.139756,0.179418,0.0881549,1.21855,1.07229,0.893,1.22761,0.998,1.79492,18.6995,43.6227,6.25,10.8133,577.596,887.031,1995.08,77.5614,13.264,0.218421
79,0.0157384,5.08323e-06,1,0.130528,4,0.00408689,0.8,0.0885078,0.609061,0.108897,0.242275,0.0478116,0.292882,0.312091,0.281815,0.111232,1.43804,2.25625,1.42792,1.14406,0.998,1.70711,8.33957,41.6812,11.59,8.7943,720,808.531,1896.18,87.3968,15,2.16192
80,0.0254831,9.72637e-06,1,0.457798,0.0909941,0.0065847,0.8,0.0693309,0.5,0.119205,0.27393,1,0.459032,0.399533,0.419834,0.0547,2.1825,1.84558,0.893,0.963,0.998,1.37666,59.1632,88.5355,13.4151,13.0217,720,982.759,2342.57,90,10.3346,4.28653
81,0.0190511,5e-06,0.608389,0.275647,0.636254,0.003,0.8,0.124046,0.994649,0.132237,1,0.407367,0.74815,0.199532,0.102204,0.190013,1.11031,0.815,0.893,1.46516,1.1694,1.32031,8.17424,52.2517,49.0629,51.9564,678.978,884.483,1537.26,90,13.4074,14.4838
82,0.126785,5e-06,0.71681,0.264801,0.130092,0.003,0.8,0.0998338,0.637347,0.145943,0.834613,1,0.108252,0.15001,0.153198,0.0547,1.24836,0.815,1.28945,1.53641,0.998359,1.32169,12.8859,96.9936,6.25,22.5469,719.999,934.756,2400,90,9.68037,0.576932
83,0.0158931,9.60888e-06,1,0.524765,0.633011,0.003,0.8,0.165983,0.859308,0.245377,1,1,0.15076,0.217739,0.123035,0.0547,1.39461,0.99483,0.893,0.963,0.998,2.5,7.24,34.8064,9.37838,76.8421,720,901.533,1868.07,65.8628,9.69295,5.03694
84,0.0527301,1.19858e-05,0.713635,0.939777,0.318345,0.00642428,0.338265,0.0695289,0.5,0.146187,0.558812,1,0.684557,0.258786,0.382597,0.0547,1.19472,1.6115,1.55309,1.27535,0.998,1.99328,12.5231,88.3022,6.25,5.7,652.013,875.502,2400,85.4524,9.46936,0.223387
85,0.0195557,4.60331e-05,0.266975,0.115749,0.0542118,0.00339946,0.8,0.121109,0.5,0.102984,1,1,0.389977,0.0644524,0.154124,0.0547,1.37863,1.45133,0.893,1.54177,0.998,1.701,42.567,210.36,24.3234,63.0086,720,806.559,1786.44,83.9005,15,0.109747
86,0.0483586,1.99498e-05,0.8427,0.608026,0.427368,0.00514273,0.8,0.0673032,0.5,0.01,0.0804827,0.355697,0.196069,0.241278,0.125926,0.0547,0.76051,2.5,0.893,1.00185,0.998,1.66928,7.24,83.8351,9.15331,84.5851,720,899.461,2366.64,90,15,1.69453
87,0.018024,7.26758e-06,0.41034,0.400493,0.0120941,0.0038244,0.8,0.157069,0.53742,0.0240849,0.570081,1,0.535058,0.508241,0.0857367,0.146115,1.07768,0.815,1.23276,1.23557,0.998,1.98794,17.0775,210.36,12.0121,16.5119,720,881.558,1902.36,90,9.84678,2.01386
88,0.0225531,2.54409e-05,1,0.0423249,0.211025,0.00460592,0.213081,0.0933728,0.5,0.0246938,0.636485,1,1,0.173656,0.0552,0.0547,2.29969,1.30963,0.929306,1.28281,1.11832,1.01,55.0915,32.4792,14.0072,19.571,720,949.501,1682.91,84.6962,9.80035,2.46956
